record_id,timestamp_ns,timestamp_sec,world_frame,lidar_tx,lidar_ty,lidar_tz,lidar_qx,lidar_qy,lidar_qz,lidar_qw
20553,1788255637297525760,1788255637.297525644,odom,-20.818657340130,-3.781897060534,-0.085028988056,-0.002047194441,-0.004862260999,-0.701980570325,0.712176555567
20554,1788255637396890112,1788255637.396890163,odom,-20.818520579813,-3.793527772429,-0.082252057401,-0.001489477300,-0.007343625191,-0.703232328013,0.710920632324
20555,1788255637496762624,1788255637.496762514,odom,-20.816909916846,-3.815396111536,-0.083090196922,-0.001769737348,-0.006643061318,-0.702286966753,0.711860768757
20556,1788255637597085440,1788255637.597085476,odom,-20.815058808185,-3.834885155730,-0.083693927927,-0.001588897026,-0.006189517215,-0.702862313090,0.711297219256
20557,1788255637697819904,1788255637.697819948,odom,-20.816297574052,-3.851397556217,-0.082625242089,-0.001087246293,-0.005909352965,-0.702674780182,0.711485805016
20558,1788255637797022464,1788255637.797022581,odom,-20.808068570486,-3.867994963035,-0.083321986162,-0.000909531422,-0.002315599812,-0.700119837446,0.714021024876
20559,1788255637897841920,1788255637.897841930,odom,-20.806518154694,-3.888933088635,-0.082676448044,0.001319491071,-0.002524661454,-0.700120228349,0.714019293075
20560,1788255637997803264,1788255637.997803211,odom,-20.808268089167,-3.909764821856,-0.082033985658,0.001729425484,-0.002375625577,-0.700135567316,0.714003888553
20561,1788255638096801536,1788255638.096801519,odom,-20.807886619498,-3.927262308592,-0.081570606240,0.001541337154,-0.002568709076,-0.699754540713,0.714377077436
20562,1788255638196874240,1788255638.196874142,odom,-20.808027583681,-3.947043614235,-0.082269139326,0.001448655396,-0.001458132804,-0.699959384126,0.714179694349
20563,1788255638297219584,1788255638.297219515,odom,-20.806443305095,-3.968206725914,-0.083027214572,0.002525254690,-0.001506348937,-0.700006966174,0.714129961078
20564,1788255638395973888,1788255638.395973921,odom,-20.804270583716,-3.988144839060,-0.084599565406,0.002000547815,-0.001019221146,-0.699884609406,0.714252401125
20565,1788255638496689920,1788255638.496689796,odom,-20.803043449075,-4.007956052183,-0.086624686779,0.002521968154,-0.001047324348,-0.700042609794,0.714095852993
20566,1788255638597806592,1788255638.597806692,odom,-20.801676958689,-4.026588705725,-0.087383350315,0.002476510767,-0.000725265299,-0.699812052225,0.714322358915
20567,1788255638697833984,1788255638.697834015,odom,-20.800835588759,-4.044365878354,-0.088798310205,0.002319221265,-0.000697707757,-0.699772591466,0.714361571370
20568,1788255638796787712,1788255638.796787739,odom,-20.800135156627,-4.062712834832,-0.090097950016,0.002539423608,-0.000960061669,-0.699637749583,0.714492581465
20569,1788255638897707520,1788255638.897707462,odom,-20.800418781346,-4.082875755275,-0.092715728767,0.003883953280,-0.000442926508,-0.700337898570,0.713800775111
