keyframe_id,timestamp_ns,timestamp_sec,map_frame,lidar_tx,lidar_ty,lidar_tz,lidar_qx,lidar_qy,lidar_qz,lidar_qw,lidar_cloud_file,point_count
209,1788254626297491200,1788254626.297491312,map,-3.5661093034019,-3.378995640341284,0.038002876591435926,0.010048827853793612,-0.005230580448690453,0.7147380823592574,0.6993004616846368,keyframes_lidar/keyframe_000209.pcd,3283
210,1788254631397367296,1788254631.397367239,map,-3.6014791924914142,-2.405931146683023,0.04441573871984341,0.009476622695337689,-0.003121840067487974,0.7140702440078243,0.7000029531076921,keyframes_lidar/keyframe_000210.pcd,3292
211,1788254636497396736,1788254636.497396708,map,-3.639730415371042,-1.40751591026537,0.04226191901345109,0.004358491686653497,1.8342069802892275e-05,0.7138866936308553,0.7002476646662887,keyframes_lidar/keyframe_000211.pcd,3460
212,1788254640597489664,1788254640.597489595,map,-3.767100151138521,-0.387679012349166,0.04023030978519739,0.0028815189639098825,-7.107746885589177e-05,0.7394383843454135,0.6732180683501438,keyframes_lidar/keyframe_000212.pcd,3506
213,1788254645697542656,1788254645.697542667,map,-3.273509402489739,-0.0667489702317299,0.043397507837588195,0.0023295784157062282,-0.0032258481840233694,0.44040216222667256,0.8977917923850555,keyframes_lidar/keyframe_000213.pcd,3484
214,1788254650797696000,1788254650.797695875,map,-2.837615447730981,-0.45927253400626883,0.04871500920505373,0.0021016221005499976,-0.006200086521969765,0.034743183058585515,0.9993748312533313,keyframes_lidar/keyframe_000214.pcd,3531
215,1788254655897410048,1788254655.897410154,map,-2.858048687236397,-0.4427569422897504,0.04655820784776296,0.0021657307206272816,-0.006368231242846053,-0.010682004102000377,0.9999203218405196,keyframes_lidar/keyframe_000215.pcd,3484
216,1788254660097627392,1788254660.097627401,map,-3.875150466651615,-0.42943189583709435,0.043421284794319864,0.0006225182901391558,-0.006498930652077094,-0.008885002241258615,0.9999392147058395,keyframes_lidar/keyframe_000216.pcd,3561
217,1788254664197539840,1788254664.197539806,map,-4.903420825426755,-0.4224609528938006,0.039546471029272584,9.063447743060156e-05,-0.005702059802562986,-0.009319840066899544,0.9999403076586757,keyframes_lidar/keyframe_000217.pcd,3573
218,1788254667197233152,1788254667.197233200,map,-5.923197773167532,-0.40885154178993066,0.03521679120512709,-0.00046001558549412007,-0.007474207565319845,-0.009376265739513686,0.9999280025320392,keyframes_lidar/keyframe_000218.pcd,3575
219,1788254671496123648,1788254671.496123552,map,-6.936702400435811,-0.40182516445604116,0.029515595543534563,0.0032938045632407605,-0.007037224670076739,-0.01095969560858975,0.9999097526240102,keyframes_lidar/keyframe_000219.pcd,3507
