record_id,timestamp_ns,timestamp_sec,world_frame,lidar_tx,lidar_ty,lidar_tz,lidar_qx,lidar_qy,lidar_qz,lidar_qw,lidar_cloud_file,point_count
0,1788253577597014784,1788253577.597014666,odom,-0.011636178336,-0.022786255258,0.044773060900,-0.006007235114,-0.006046828212,-0.000000969848,0.999963673837,keyframes_lidar/keyframe_000000.pcd,3434
1,1788253582697161472,1788253582.697161436,odom,-0.013209295386,-0.023773254583,0.043104522429,-0.005242490262,-0.007062351280,-0.000568429244,0.999961157435,keyframes_lidar/keyframe_000001.pcd,3437
2,1788253587796982528,1788253587.796982527,odom,-0.014175070389,-0.023457432407,0.043028341769,-0.005174716836,-0.007259904577,-0.000464431004,0.999960149403,keyframes_lidar/keyframe_000002.pcd,3475
3,1788253592897414144,1788253592.897414207,odom,-0.015033297699,-0.023276339301,0.043216111581,-0.005417677531,-0.007002881114,-0.000577758331,0.999960636536,keyframes_lidar/keyframe_000003.pcd,3454
4,1788253597996888832,1788253597.996888876,odom,-0.013153420996,-0.023474170117,0.044500486495,-0.005459958976,-0.006985666628,-0.000312558280,0.999960645034,keyframes_lidar/keyframe_000004.pcd,3455
5,1788253603096734464,1788253603.096734524,odom,-0.014192086497,-0.022374582343,0.043808948445,-0.005278388996,-0.007032992294,-0.000581076761,0.999961168235,keyframes_lidar/keyframe_000005.pcd,3446
6,1788253608096748544,1788253608.096748590,odom,-0.014425891937,-0.022730170415,0.044251827115,-0.005480124017,-0.006934529023,-0.000445376963,0.999960840327,keyframes_lidar/keyframe_000006.pcd,3443
7,1788253613098063104,1788253613.098063231,odom,-0.015351630426,-0.023110181241,0.044038564976,-0.005359235515,-0.007133398204,-0.000659236499,0.999959978515,keyframes_lidar/keyframe_000007.pcd,3448
8,1788253618196757504,1788253618.196757555,odom,-0.014032101308,-0.022748380929,0.044112274093,-0.005343373664,-0.006934322319,-0.000552772618,0.999961528247,keyframes_lidar/keyframe_000008.pcd,3421
9,1788253623297961472,1788253623.297961473,odom,-0.013990240100,-0.023759774930,0.044585642957,-0.005386554536,-0.006849510383,-0.000430709015,0.999961941140,keyframes_lidar/keyframe_000009.pcd,3490
10,1788253628397676288,1788253628.397676229,odom,-0.014153701254,-0.022012259098,0.044008927039,-0.005337007706,-0.007085940072,-0.000846571345,0.999960293771,keyframes_lidar/keyframe_000010.pcd,3436
11,1788253633497783808,1788253633.497783899,odom,-0.014518721429,-0.022470322108,0.043841775335,-0.005346093350,-0.007209220902,-0.000631705813,0.999959522865,keyframes_lidar/keyframe_000011.pcd,3431
12,1788253638596529152,1788253638.596529245,odom,-0.015102875317,-0.022664464773,0.044804949854,-0.005331324777,-0.006952046348,-0.000549575918,0.999961471255,keyframes_lidar/keyframe_000012.pcd,3440
13,1788253643597769728,1788253643.597769737,odom,-0.014327838961,-0.022392094706,0.044240536064,-0.005356961893,-0.007103688561,-0.000617059079,0.999960229112,keyframes_lidar/keyframe_000013.pcd,3493
14,1788253648697516032,1788253648.697515965,odom,-0.014175496305,-0.022021143923,0.044281813164,-0.005369634169,-0.006929132929,-0.000546481918,0.999961427008,keyframes_lidar/keyframe_000014.pcd,3434
15,1788253653797531904,1788253653.797531843,odom,-0.014485251735,-0.022404654823,0.043926833854,-0.005268362010,-0.007047574735,-0.000435930045,0.999961192256,keyframes_lidar/keyframe_000015.pcd,3438
16,1788253658897093632,1788253658.897093534,odom,-0.015085360237,-0.020998601824,0.044171534326,-0.005355539342,-0.007100995115,-0.000723680260,0.999960184384,keyframes_lidar/keyframe_000016.pcd,3463
17,1788253663897541376,1788253663.897541285,odom,-0.015254566889,-0.023480589870,0.043924911036,-0.005392275051,-0.006921585534,-0.000489894803,0.999961386768,keyframes_lidar/keyframe_000017.pcd,3492
18,1788253668997362432,1788253668.997362375,odom,-0.014399422119,-0.021942531282,0.043211041076,-0.005267228340,-0.007117105620,-0.000520526161,0.999960665309,keyframes_lidar/keyframe_000018.pcd,3440
19,1788253673997624576,1788253673.997624636,odom,-0.013096202627,-0.022579262637,0.044060624262,-0.005380461544,-0.007071370316,-0.000448042498,0.999960422023,keyframes_lidar/keyframe_000019.pcd,3488
20,1788253679097257984,1788253679.097258091,odom,-0.014215320073,-0.022977611057,0.043897470500,-0.005388208774,-0.006962803768,-0.000517266463,0.999961108746,keyframes_lidar/keyframe_000020.pcd,3437
21,1788253684097408256,1788253684.097408295,odom,-0.014080995525,-0.022057926554,0.044224075583,-0.005363758647,-0.007086749703,-0.000571619182,0.999960339875,keyframes_lidar/keyframe_000021.pcd,3432
22,1788253689097603584,1788253689.097603559,odom,-0.013875669521,-0.022106161448,0.044188715490,-0.005344820194,-0.007107058106,-0.000640773784,0.999960255226,keyframes_lidar/keyframe_000022.pcd,3476
23,1788253694197454336,1788253694.197454214,odom,-0.013716832193,-0.023053130315,0.044434760753,-0.005322735436,-0.007067477792,-0.000507791186,0.999960729926,keyframes_lidar/keyframe_000023.pcd,3434
24,1788253699197516288,1788253699.197516203,odom,-0.015391121987,-0.021256305592,0.043832886926,-0.005418765725,-0.007020140496,-0.000550516406,0.999960524989,keyframes_lidar/keyframe_000024.pcd,3459
25,1788253704297222912,1788253704.297222853,odom,-0.013845671151,-0.023025802957,0.044417715783,-0.005405106236,-0.007085487131,-0.000551133846,0.999960137681,keyframes_lidar/keyframe_000025.pcd,3438
26,1788253709297352704,1788253709.297352791,odom,-0.014735090510,-0.021576809561,0.043302054442,-0.005286826742,-0.007167291180,-0.000585280561,0.999960167630,keyframes_lidar/keyframe_000026.pcd,3443
27,1788253714298109440,1788253714.298109531,odom,-0.014613213536,-0.021475327899,0.044115741533,-0.005319496229,-0.007070019852,-0.000722194091,0.999960597331,keyframes_lidar/keyframe_000027.pcd,3435
28,1788253719397444608,1788253719.397444725,odom,-0.014301082229,-0.022500926664,0.044097528254,-0.005356659584,-0.006959206746,-0.000610527839,0.999961250697,keyframes_lidar/keyframe_000028.pcd,3460
29,1788253724397739776,1788253724.397739887,odom,-0.014818762636,-0.022727361390,0.044642417575,-0.005410320805,-0.007142408121,-0.000618011294,0.999959665435,keyframes_lidar/keyframe_000029.pcd,3447
30,1788253729496913920,1788253729.496913910,odom,-0.014259752805,-0.021835159956,0.044564693678,-0.005331475534,-0.006971152833,-0.000662516295,0.999961268984,keyframes_lidar/keyframe_000030.pcd,3420
