keyframe_id,timestamp_ns,timestamp_sec,map_frame,lidar_tx,lidar_ty,lidar_tz,lidar_qx,lidar_qy,lidar_qz,lidar_qw,lidar_cloud_file,point_count
0,1788253577597014784,1788253577.597014666,map,-0.01163617833644,-0.022786255258445715,0.04477306090001091,-0.006007235113735872,-0.006046828212335279,-9.69847664193592e-07,0.9999636738371641,keyframes_lidar/keyframe_000000.pcd,3434
1,1788253582697161472,1788253582.697161436,map,-0.013209323435344474,-0.023773255644376916,0.04310452174751562,-0.005242492661951293,-0.007062350765923617,-0.0005685012019547184,0.9999611573849916,keyframes_lidar/keyframe_000001.pcd,3437
2,1788253587796982528,1788253587.796982527,map,-0.014175123097195135,-0.023457432098810904,0.04302834031373235,-0.005174722105461382,-0.007259905051407472,-0.00046447559748645,0.9999601493520606,keyframes_lidar/keyframe_000002.pcd,3475
3,1788253592897414144,1788253592.897414207,map,-0.015033375039225493,-0.023276337906274824,0.043216109162032765,-0.005417685551852899,-0.007002882750527093,-0.0005777753749015417,0.9999606364712862,keyframes_lidar/keyframe_000003.pcd,3454
4,1788253597996888832,1788253597.996888876,map,-0.013153522969776095,-0.023474167858095606,0.04450048307990401,-0.005459969903909032,-0.006985669095141973,-0.0003125475868740762,0.9999606449605642,keyframes_lidar/keyframe_000004.pcd,3455
5,1788253603096734464,1788253603.096734524,map,-0.014192212990563615,-0.022374579285978937,0.043808943894376944,-0.005278403171842188,-0.007032994970955946,-0.0005810381676200887,0.9999611681642152,keyframes_lidar/keyframe_000005.pcd,3446
6,1788253608096748544,1788253608.096748590,map,-0.014426043080903422,-0.022730166685686736,0.04425182136602527,-0.005480141717659914,-0.006934531586579513,-0.0004453099498429127,0.9999608402419956,keyframes_lidar/keyframe_000006.pcd,3443
7,1788253613098063104,1788253613.098063231,map,-0.015351806238025708,-0.02311017686114157,0.044038558220189025,-0.0053592570380406115,-0.007133400467690045,-0.0006591409865011099,0.9999599784466016,keyframes_lidar/keyframe_000007.pcd,3448
8,1788253618196757504,1788253618.196757555,map,-0.014032293263576835,-0.022748375616054365,0.044112266835232006,-0.0053434010693404815,-0.0069343269852261994,-0.0005526905063417326,0.9999615281136962,keyframes_lidar/keyframe_000008.pcd,3421
9,1788253623297961472,1788253623.297961473,map,-0.01399044830513808,-0.023759768877129706,0.04458563544032865,-0.005386587752378014,-0.006849516333396488,-0.0004306404287150235,0.9999619409493572,keyframes_lidar/keyframe_000009.pcd,3490
10,1788253628397676288,1788253628.397676229,map,-0.014153926198758278,-0.02201225229743777,0.04400891917137209,-0.0053370466157204284,-0.007085947379727495,-0.0008465164903881477,0.9999602935581918,keyframes_lidar/keyframe_000010.pcd,3436
11,1788253633497783808,1788253633.497783899,map,-0.014518963032510846,-0.02247031444078456,0.04384176742412349,-0.005346138043788527,-0.0072092297673650935,-0.0006316659442845424,0.9999595225869461,keyframes_lidar/keyframe_000011.pcd,3431
12,1788253638596529152,1788253638.596529245,map,-0.015103133535515493,-0.022664456096959884,0.04480494188097132,-0.005331375163164291,-0.006952056883098172,-0.0005495511680272864,0.9999614709264941,keyframes_lidar/keyframe_000012.pcd,3440
