record_id,timestamp_ns,timestamp_sec,world_frame,lidar_tx,lidar_ty,lidar_tz,lidar_qx,lidar_qy,lidar_qz,lidar_qw
0,1788253577597014784,1788253577.597014666,odom,-0.011636178336,-0.022786255258,0.044773060900,-0.006007235114,-0.006046828212,-0.000000969848,0.999963673837
1,1788253577697062656,1788253577.697062731,odom,-0.010752077430,-0.024408140787,0.039189578037,-0.005440449788,-0.009231074156,-0.001640813582,0.999941246527
2,1788253577795917312,1788253577.795917273,odom,-0.011159006354,-0.022985404913,0.031024422522,-0.004434998123,-0.007496405354,-0.000416898390,0.999961979724
3,1788253577896030464,1788253577.896030426,odom,-0.015878573747,-0.024500141203,0.035394396258,-0.005360366196,-0.007531727964,-0.000516991466,0.999957135215
4,1788253577997151744,1788253577.997151852,odom,-0.020999522836,-0.020224967478,0.043974657067,-0.005947819294,-0.007344201840,-0.001438781585,0.999954306982
5,1788253578097212672,1788253578.097212791,odom,-0.020792304734,-0.019473093073,0.040575610314,-0.004825859563,-0.007328714201,-0.000997060386,0.999961002689
6,1788253578197143040,1788253578.197143078,odom,-0.019733620492,-0.021174201437,0.047184196947,-0.005019807093,-0.006851831065,-0.000702411644,0.999963679623
7,1788253578296904448,1788253578.296904325,odom,-0.015959914101,-0.022233434858,0.048692072722,-0.005258802329,-0.006680576285,-0.000438527309,0.999963760640
8,1788253578396830976,1788253578.396831036,odom,-0.017380682163,-0.024848993409,0.046439714870,-0.005215172183,-0.007150230842,-0.001197417835,0.999960120389
9,1788253578497455872,1788253578.497455835,odom,-0.016208802511,-0.025320788613,0.047353926374,-0.005226213371,-0.006608950724,-0.000494827674,0.999964381171
10,1788253578597353216,1788253578.597353220,odom,-0.016300923358,-0.025627576231,0.047546434303,-0.005502344655,-0.007044922954,-0.000597508126,0.999959867319
11,1788253578696216064,1788253578.696216106,odom,-0.016663503349,-0.025625927631,0.047684106037,-0.005790616458,-0.007225280711,-0.001017015001,0.999956613939
12,1788253578795996672,1788253578.795996666,odom,-0.016967464589,-0.024860684268,0.045331151467,-0.004890856634,-0.006926373467,-0.000905659192,0.999963641666
13,1788253578897151488,1788253578.897151470,odom,-0.018536639432,-0.024180390675,0.045657234494,-0.005158722258,-0.006999306592,-0.001093739487,0.999961599776
14,1788253578997297920,1788253578.997298002,odom,-0.016562906248,-0.023081156156,0.046216410465,-0.005420258675,-0.006679969048,-0.000526556109,0.999962860084
15,1788253579097640448,1788253579.097640514,odom,-0.016470073218,-0.023043604244,0.044480137636,-0.005081735511,-0.007185269109,-0.001000197852,0.999960772969
16,1788253579197447424,1788253579.197447538,odom,-0.015550113182,-0.024767237043,0.045550645777,-0.005181617514,-0.006811676110,-0.000735788832,0.999963104581
17,1788253579297384448,1788253579.297384501,odom,-0.013980450852,-0.026249919771,0.045878064941,-0.005615680606,-0.006858881712,-0.000215181452,0.999960686012
18,1788253579397092352,1788253579.397092342,odom,-0.013544889150,-0.025247431750,0.043951939986,-0.005605158685,-0.007858832243,-0.000828578305,0.999953066104
19,1788253579497353216,1788253579.497353315,odom,-0.014085160161,-0.024463055953,0.042251446494,-0.004925767717,-0.007019168954,-0.000263633405,0.999963198611
20,1788253579597260032,1788253579.597259998,odom,-0.015235641159,-0.024916800082,0.044440231731,-0.005354442857,-0.006957546553,-0.000396518984,0.999961381884
